symbol,trade_date,open,high,low,close,volume,amount,drawdown
000858.SZ,2024-01-25,54.13,54.99,52.48,53.18,258033,12514057.99,-0.075997
000858.SZ,2024-01-26,51.52,52.33,49.29,51.21,280626,21143382.54,-0.110316
000858.SZ,2024-01-29,52.79,52.99,52.42,52.88,140613,8797628.77,-0.081343
000858.SZ,2024-01-30,51.5,52.89,51.69,52.2,283723,7422701.22,-0.093099
000858.SZ,2024-01-31,56.43,57.55,55.3,55.59,157458,14067718.31,-0.034191
000858.SZ,2024-02-01,55.93,56.56,52.73,54.86,79342,14196685.84,-0.046849
000858.SZ,2024-02-02,56.07,56.36,54.06,55.17,97463,19064172.28,-0.041499
000858.SZ,2024-02-05,58.09,58.23,56.84,57.35,484014,8126555.6,-0.003587
000858.SZ,2024-02-06,60.34,60.98,59.79,60.29,309917,20229763.88,0.0
000858.SZ,2024-02-07,64.21,64.46,63.24,63.45,289862,7682928.12,0.0
000858.SZ,2024-02-08,65.95,67.51,63.65,65.43,435730,29953279.37,0.0
000858.SZ,2024-02-09,66.58,69.82,64.87,67.17,140907,8927565.63,0.0
000858.SZ,2024-02-12,69.31,70.02,65.92,68.24,248145,22305495.46,0.0
000858.SZ,2024-02-13,68.47,72.09,69.09,69.63,277343,33786302.93,0.0
000858.SZ,2024-02-14,68.52,71.45,67.83,68.74,335602,8570842.13,-0.01278
000858.SZ,2024-02-15,68.44,68.56,65.15,67.41,55673,20349047.66,-0.031986
000858.SZ,2024-02-16,67.54,69.41,67.17,67.47,85732,25581772.95,-0.0311
000858.SZ,2024-02-19,66.41,69.56,66.76,67.25,293357,24855346.93,-0.034253
000858.SZ,2024-02-20,66.06,67.81,66.08,66.55,256669,14043278.72,-0.04423
000858.SZ,2024-02-21,67.76,70.02,65.98,67.78,128192,25105448.33,-0.026634
000858.SZ,2024-02-22,70.37,69.74,67.35,69.46,113887,14349561.53,-0.002415
000858.SZ,2024-02-23,69.55,71.77,68.72,69.69,329417,14534659.23,0.0
000858.SZ,2024-02-26,73.32,73.7,72.27,72.33,335363,7726383.04,0.0
000858.SZ,2024-02-27,70.83,71.25,69.46,70.34,81338,9052429.82,-0.027542
000858.SZ,2024-02-28,71.07,70.71,69.61,70.07,175674,23774217.2,-0.031278
000858.SZ,2024-02-29,69.42,70.3,66.97,68.88,145689,4472962.39,-0.047669
000858.SZ,2024-03-01,65.22,67.46,65.58,65.74,442042,25948709.98,-0.091156
000858.SZ,2024-03-04,66.43,67.41,63.72,65.67,458237,23103896.33,-0.092126
000858.SZ,2024-03-05,65.69,65.82,64.08,65.53,257161,28772793.06,-0.093981
000858.SZ,2024-03-06,68.21,69.11,68.02,68.08,99824,16348892.56,-0.058795
000858.SZ,2024-03-07,67.95,71.27,68.99,69.22,176016,30197679.75,-0.04301
000858.SZ,2024-03-08,66.96,69.98,66.85,67.52,412208,3922954.33,-0.066557
000858.SZ,2024-03-11,72.02,72.77,68.75,70.71,423227,12494141.33,-0.022356
000858.SZ,2024-03-12,74.03,73.27,72.08,72.94,293314,6815899.62,0.0
000858.SZ,2024-03-13,73.31,74.11,72.5,74.08,185569,23650265.66,0.0
000858.SZ,2024-03-14,73.13,74.62,72.98,73.73,71664,33644490.64,-0.004662
000858.SZ,2024-03-15,73.05,73.96,70.87,72.04,451536,9609767.45,-0.027541
000858.SZ,2024-03-18,70.24,72.12,70.85,71.44,65601,22307985.4,-0.035617
000858.SZ,2024-03-19,74.91,75.97,72.05,73.46,78638,31153870.56,-0.008404
000858.SZ,2024-03-20,77.29,77.34,74.2,76.99,459332,27034258.9,0.0
000858.SZ,2024-03-21,81.09,82.85,78.67,80.04,282850,19504474.62,0.0
000858.SZ,2024-03-22,78.56,80.51,78.42,79.14,320865,35742059.32,-0.011221
000858.SZ,2024-03-25,76.83,78.87,75.87,77.0,316263,28197422.57,-0.037909
601888.SH,2024-01-02,60.95,62.74,58.86,61.29,336243,28251763.32,0.0
601888.SH,2024-01-03,61.67,63.54,60.72,61.39,104251,28002014.15,0.0
601888.SH,2024-01-04,60.0,62.37,58.97,61.06,55267,14649594.2,-0.005415
601888.SH,2024-01-05,56.98,58.57,56.48,57.45,69682,6052933.99,-0.064164
601888.SH,2024-01-08,58.26,58.92,57.49,58.12,343531,25022571.1,-0.053303
601888.SH,2024-01-09,58.84,59.39,57.62,58.39,173921,10967640.72,-0.048963
601888.SH,2024-01-10,61.31,61.69,60.12,60.61,420090,26418020.98,-0.012846
601888.SH,2024-01-11,62.62,62.65,59.91,61.59,311989,13367127.7,0.0
601888.SH,2024-01-12,65.44,67.02,64.37,65.18,218548,8153291.8,0.0
601888.SH,2024-01-15,65.24,65.79,65.13,65.42,205644,7818203.85,0.0
601888.SH,2024-01-16,64.07,67.0,64.36,65.31,203271,5373352.56,-0.001638
601888.SH,2024-01-17,64.84,65.89,64.24,65.08,322600,13930987.67,-0.005241
601888.SH,2024-01-18,63.7,66.97,63.02,64.43,359723,7296343.55,-0.015179
601888.SH,2024-01-19,60.9,61.0,59.73,60.94,483807,13582201.5,-0.06855
601888.SH,2024-01-22,59.54,60.74,59.18,60.66,122011,3670530.36,-0.072746
601888.SH,2024-01-23,58.18,58.64,55.95,57.59,455037,5888904.68,-0.119754
601888.SH,2024-01-24,59.36,59.03,58.03,58.29,321324,24601346.25,-0.108927
601888.SH,2024-01-25,57.64,57.2,56.46,56.55,225266,12636825.65,-0.13566
601888.SH,2024-01-26,54.98,56.54,53.47,55.34,299170,16256445.79,-0.154121
601888.SH,2024-01-29,55.04,56.28,53.25,54.47,186049,9079704.41,-0.167431
601888.SH,2024-01-30,53.58,54.37,52.82,54.24,171611,26301534.89,-0.170864
601888.SH,2024-01-31,54.43,55.06,53.39,54.31,112638,13566725.66,-0.169893
601888.SH,2024-02-01,56.11,56.92,54.5,55.83,497231,24909302.62,-0.146557
601888.SH,2024-02-02,55.35,56.34,54.25,55.08,140590,12548437.34,-0.158025
601888.SH,2024-02-05,54.77,56.86,54.78,55.8,152487,26996136.01,-0.147077
601888.SH,2024-02-06,60.64,61.39,58.55,59.66,441486,6491055.5,-0.087993
601888.SH,2024-02-07,60.99,60.59,59.79,60.29,174095,26808845.63,-0.078477
601888.SH,2024-02-08,61.14,60.43,58.78,60.07,491444,16071998.94,-0.081714
601888.SH,2024-02-09,59.82,60.35,57.49,58.96,178602,8340571.58,-0.098683
601888.SH,2024-02-12,59.35,59.65,57.59,58.74,271546,18195330.25,-0.10216
601888.SH,2024-02-13,58.34,59.75,56.13,57.49,422383,22654999.24,-0.121155
601888.SH,2024-02-14,58.11,60.15,56.09,57.94,99168,25161561.41,-0.114373
601888.SH,2024-02-15,58.0,60.12,57.9,58.15,78105,26023818.92,-0.111195
601888.SH,2024-02-16,54.95,56.19,54.24,55.06,466872,3226705.76,-0.158351
601888.SH,2024-02-19,55.04,56.61,54.48,55.09,361639,6087285.53,-0.1579
601888.SH,2024-02-20,56.17,57.44,56.18,56.63,175441,8200692.54,-0.134402
601888.SH,2024-02-21,57.15,56.14,56.11,56.12,354569,23727945.39,-0.142173
601888.SH,2024-02-22,54.81,55.29,54.68,55.26,425365,21176265.71,-0.155317
601888.SH,2024-02-23,52.65,55.02,52.92,53.41,346343,21084336.02,-0.183566
601888.SH,2024-02-26,51.69,52.24,49.13,50.98,269432,4330695.85,-0.220672
601888.SH,2024-02-27,51.9,52.94,50.15,52.09,206969,5206816.12,-0.203696
601888.SH,2024-02-28,52.55,53.88,49.98,51.91,479801,14802741.44,-0.206512
601888.SH,2024-02-29,52.54,53.13,51.91,52.96,407531,19500833.76,-0.190404
601888.SH,2024-03-01,54.05,55.21,53.73,55.04,182880,8508437.56,-0.1586
601888.SH,2024-03-04,55.87,58.18,56.21,56.37,232296,25802264.66,-0.138381
601888.SH,2024-03-05,55.26,56.72,53.94,55.66,338214,27303372.61,-0.149202
601888.SH,2024-03-06,56.15,56.72,55.13,55.92,105314,25156822.66,-0.14527
601888.SH,2024-03-07,55.12,56.1,54.2,55.11,331152,4535784.96,-0.157552
601888.SH,2024-03-08,54.59,54.72,53.57,54.19,420140,22315509.54,-0.171627
601888.SH,2024-03-11,54.83,55.85,52.84,54.71,398905,9417681.01,-0.163699
601888.SH,2024-03-12,53.62,54.24,51.77,53.63,333300,3992542.0,-0.180264
601888.SH,2024-03-13,51.22,51.36,48.69,50.72,280008,3605306.82,-0.224717
601888.SH,2024-03-14,49.2,51.05,47.78,49.64,427702,2567535.38,-0.241156
601888.SH,2024-03-15,48.81,50.77,47.96,49.31,95851,10459495.09,-0.246219
601888.SH,2024-03-18,50.77,52.96,49.83,51.24,405019,23125739.68,-0.216795
601888.SH,2024-03-19,50.53,52.5,49.4,50.66,483835,4568538.06,-0.225625
601888.SH,2024-03-20,51.74,52.37,50.1,51.36,334720,18835202.36,-0.21494
601888.SH,2024-03-21,50.18,51.54,50.61,51.19,349873,24814981.62,-0.217458
601888.SH,2024-03-22,53.37,54.82,52.19,52.82,184123,5144945.35,-0.192682
601888.SH,2024-03-25,55.01,55.8,52.32,54.4,212022,26140421.78,-0.168522
002415.SZ,2024-01-02,107.68,106.31,105.78,106.21,402439,42607814.07,0.0
002415.SZ,2024-01-03,100.05,101.81,97.42,100.22,79562,15303942.21,-0.056405
002415.SZ,2024-01-04,97.94,100.86,97.94,98.94,263214,7522352.89,-0.068448
002415.SZ,2024-01-05,97.78,99.64,95.19,96.02,496097,28327182.79,-0.095945
002415.SZ,2024-01-08,96.65,95.18,92.49,94.9,151421,13107367.1,-0.106526
002415.SZ,2024-01-09,93.28,97.0,93.81,94.64,310234,10990772.04,-0.108933
002415.SZ,2024-01-10,94.83,96.04,91.37,93.66,353358,15637483.63,-0.118139
002415.SZ,2024-01-11,96.55,100.72,94.4,97.16,261494,43775075.05,-0.085236
002415.SZ,2024-01-12,98.86,98.29,94.7,98.05,53528,32739368.21,-0.076848
002415.SZ,2024-01-15,98.67,99.41,98.72,98.88,288346,15707543.34,-0.068991
002415.SZ,2024-01-16,100.52,103.25,96.8,100.52,173616,41527713.33,-0.053578
002415.SZ,2024-01-17,97.6,99.89,95.54,97.76,69754,12179328.61,-0.079577
002415.SZ,2024-01-18,100.18,101.23,96.58,100.39,429642,49347615.31,-0.054746
002415.SZ,2024-01-19,101.48,103.73,97.26,100.3,482282,13903909.59,-0.055591
002415.SZ,2024-01-22,103.93,106.15,100.91,102.09,491514,31268350.06,-0.038816
002415.SZ,2024-01-23,98.5,101.19,97.84,99.45,82886,32824896.73,-0.063611
002415.SZ,2024-01-24,97.53,96.42,94.9,95.69,458554,45420417.58,-0.099048
002415.SZ,2024-01-25,99.54,99.78,97.65,97.74,390789,11997984.36,-0.079725
002415.SZ,2024-01-26,98.67,101.6,95.79,98.76,338276,34562728.53,-0.070145
002415.SZ,2024-01-29,95.33,98.81,95.75,96.63,274503,5357823.15,-0.090184
002415.SZ,2024-01-30,92.77,95.98,94.35,94.63,152904,31743718.37,-0.109055
002415.SZ,2024-01-31,96.3,98.64,96.79,97.38,377987,9049809.75,-0.083097
002415.SZ,2024-02-01,94.32,94.7,92.62,94.59,348095,9773115.12,-0.109444
002415.SZ,2024-02-02,97.73,100.13,98.25,98.56,496964,6920184.98,-0.071982
002415.SZ,2024-02-05,97.45,97.88,94.1,96.44,389419,44681408.18,-0.091948
002415.SZ,2024-02-06,99.85,100.34,95.56,98.08,404397,15982030.63,-0.076548
002415.SZ,2024-02-07,97.62,98.77,96.03,97.37,158179,13263608.51,-0.083211
002415.SZ,2024-02-08,100.59,99.34,96.98,98.94,149383,6680075.75,-0.068469
002415.SZ,2024-02-09,95.88,98.37,97.17,97.69,177115,46667210.65,-0.080209
002415.SZ,2024-02-12,97.71,99.09,95.75,97.39,282514,38123332.47,-0.083033
002415.SZ,2024-02-13,96.74,98.97,97.17,97.59,475905,44075390.83,-0.081178
002415.SZ,2024-02-14,94.93,98.21,93.24,95.24,273892,13534151.99,-0.10328
002415.SZ,2024-02-15,97.45,97.82,94.5,97.1,434763,13903025.85,-0.085775
002415.SZ,2024-02-16,94.3,96.22,95.72,95.95,278114,22474943.04,-0.096591
002415.SZ,2024-02-19,96.69,98.69,92.95,95.5,362128,37913138.52,-0.100851
002415.SZ,2024-02-20,93.8,93.78,92.76,93.22,292592,16510323.4,-0.122303
002415.SZ,2024-02-21,87.08,87.47,84.29,87.34,394496,4367512.62,-0.177649
002415.SZ,2024-02-22,86.72,88.83,83.72,87.01,487885,13204526.64,-0.180754
002415.SZ,2024-02-23,91.62,93.47,89.5,92.35,50663,34925910.04,-0.130522
002415.SZ,2024-02-26,96.01,95.1,92.98,94.25,383853,40696427.4,-0.112597
002415.SZ,2024-02-27,94.01,95.44,91.75,94.3,370679,39374647.1,-0.112137
002415.SZ,2024-02-28,92.58,95.16,93.41,93.77,413012,46247856.56,-0.117085
002415.SZ,2024-02-29,94.88,95.4,92.38,93.92,347456,8011860.75,-0.115706
002415.SZ,2024-03-01,95.47,98.0,92.12,95.3,401284,29799659.41,-0.102726
002415.SZ,2024-03-04,94.26,92.74,89.86,92.58,320699,16984103.22,-0.128317
002415.SZ,2024-03-05,96.07,98.14,91.83,95.25,281234,26575478.38,-0.103162
002415.SZ,2024-03-06,96.54,100.67,96.38,97.05,363744,36049357.47,-0.086225
002415.SZ,2024-03-07,98.74,102.53,97.68,98.89,378041,43290491.58,-0.068905
002415.SZ,2024-03-08,99.17,103.3,96.85,100.07,205403,20117274.11,-0.057767
002415.SZ,2024-03-11,102.14,103.66,99.02,100.22,377175,30360766.87,-0.056363
002415.SZ,2024-03-12,103.83,104.03,99.48,102.01,123365,41190439.66,-0.039546
002415.SZ,2024-03-13,104.59,105.21,99.58,103.62,427548,5713419.23,-0.024375
002415.SZ,2024-03-14,103.64,106.8,100.49,102.81,155738,37749778.05,-0.032035
002415.SZ,2024-03-15,102.72,103.65,101.3,101.44,73250,28113582.88,-0.044948
002415.SZ,2024-03-18,102.68,105.31,98.45,101.79,410001,30408000.88,-0.041561
002415.SZ,2024-03-19,105.4,106.4,105.27,105.84,120772,20046348.8,-0.003486
002415.SZ,2024-03-20,101.8,106.24,101.32,102.67,408506,16704841.51,-0.033359
002415.SZ,2024-03-21,99.5,101.27,98.34,99.0,457739,5491697.36,-0.067857
002415.SZ,2024-03-22,100.2,99.72,97.71,99.51,179434,18712583.5,-0.063085
002415.SZ,2024-03-25,99.15,102.21,97.08,99.73,379714,23142227.93,-0.060957
